contract_id,supplier_id,sku,contract_unit_price,rebate_pct,late_penalty_pct,payment_days,start_date,end_date,auto_renew,minimum_volume
CON-90076,SUP-100,FAC-CLEAN-03,67.1,0.0,0.0,30,2026-01-01,2026-12-31,No,250
CON-90077,SUP-106,MRO-FLT-04,150.95,1.5,0.0,60,2026-01-01,2026-12-31,No,24
CON-90078,SUP-107,SEC-ACC-01,320.07,0.0,1.0,60,2026-01-01,2026-12-31,No,634
CON-90079,SUP-107,PKG-BOX-03,14.43,2.0,1.0,45,2026-01-01,2026-12-31,No,396
CON-90080,SUP-100,LOG-EXP-04,213.42,0.0,2.0,30,2026-01-01,2026-12-31,No,104
CON-90081,SUP-100,PKG-BOX-02,17.08,3.0,1.0,30,2026-01-01,2026-12-31,No,559
CON-90082,SUP-100,IT-ACCESS-02,109.29,2.0,1.0,30,2026-01-01,2026-12-31,No,273
CON-90083,SUP-108,SEC-ACC-05,332.34,1.5,1.0,45,2026-01-01,2026-12-31,No,522
CON-90084,SUP-111,IT-ACCESS-01,133.55,2.0,0.0,30,2026-01-01,2026-12-31,No,369
CON-90085,SUP-104,FAC-CLEAN-05,62.48,1.5,0.0,30,2026-01-01,2026-12-31,No,599
CON-90086,SUP-106,LOG-EXP-01,191.77,2.0,1.0,45,2026-01-01,2026-12-31,No,622
CON-90087,SUP-107,CAT-SERV-05,93.19,3.0,1.0,60,2026-01-01,2026-12-31,No,221
CON-90088,SUP-100,MRO-FLT-04,166.91,0.0,0.0,45,2026-01-01,2026-12-31,No,286
CON-90089,SUP-106,FAC-CLEAN-04,57.32,0.0,2.0,60,2026-01-01,2026-12-31,No,32
CON-90090,SUP-106,SEC-ACC-01,298.49,3.0,0.0,60,2026-01-01,2026-12-31,No,387
CON-90091,SUP-102,OFF-SUP-05,12.97,0.0,0.0,45,2026-01-01,2026-12-31,No,421
CON-90092,SUP-100,SEC-ACC-05,320.2,0.0,2.0,45,2026-01-01,2026-12-31,No,212
CON-90093,SUP-108,MRO-FLT-04,166.59,1.5,0.0,45,2026-01-01,2026-12-31,No,193
CON-90094,SUP-103,OFF-SUP-02,11.9,3.0,0.0,30,2026-01-01,2026-12-31,No,669
CON-90095,SUP-100,IT-ACCESS-02,109.61,0.0,0.0,60,2026-01-01,2026-12-31,No,187
CON-90096,SUP-107,IT-ACCESS-05,97.98,0.0,0.0,30,2026-01-01,2026-12-31,No,281
CON-90097,SUP-103,IT-ACCESS-01,137.4,0.0,0.0,45,2026-01-01,2026-12-31,No,96
CON-90098,SUP-106,PKG-BOX-03,16.5,0.0,0.0,60,2026-01-01,2026-12-31,No,550
CON-90099,SUP-104,OFF-SUP-03,9.07,2.0,0.0,45,2026-01-01,2026-12-31,No,175
CON-90100,SUP-103,IT-ACCESS-02,125.69,0.0,0.0,60,2026-01-01,2026-12-31,No,113
CON-90101,SUP-105,MRO-FLT-05,153.37,0.0,1.0,45,2026-01-01,2026-12-31,No,184
CON-90102,SUP-105,MRO-FLT-05,158.32,3.0,0.0,60,2026-01-01,2026-12-31,No,130
CON-90103,SUP-110,MRO-FLT-05,148.33,1.5,0.0,60,2026-01-01,2026-12-31,No,689
CON-90104,SUP-104,MRO-FLT-01,140.66,0.0,0.0,45,2026-01-01,2026-12-31,No,452
CON-90105,SUP-108,OFF-SUP-02,12.33,1.5,0.0,60,2026-01-01,2026-12-31,No,594
CON-90106,SUP-101,SEC-ACC-02,345.79,0.0,0.0,60,2026-01-01,2026-12-31,No,475
CON-90107,SUP-111,MRO-FLT-03,135.21,1.5,0.0,45,2026-01-01,2026-12-31,No,412
CON-90108,SUP-100,OFF-SUP-04,10.4,0.0,0.0,60,2026-01-01,2026-12-31,No,324
CON-90109,SUP-102,FAC-CLEAN-02,67.33,0.0,0.0,45,2026-01-01,2026-12-31,No,596
CON-90110,SUP-108,MRO-FLT-02,139.43,1.5,0.0,45,2026-01-01,2026-12-31,No,344
CON-90111,SUP-109,IT-ACCESS-02,116.06,0.0,0.0,60,2026-01-01,2026-12-31,No,263
CON-90112,SUP-101,PKG-BOX-04,18.75,3.0,0.0,60,2026-01-01,2026-12-31,No,264
CON-90113,SUP-105,LOG-EXP-04,244.28,2.0,1.0,45,2026-01-01,2026-12-31,No,618
CON-90114,SUP-109,MRO-FLT-02,112.88,0.0,0.0,60,2026-01-01,2026-12-31,No,665
CON-90115,SUP-108,PKG-BOX-03,16.84,2.0,0.0,60,2026-01-01,2026-12-31,No,329
CON-90116,SUP-103,OFF-SUP-01,11.04,3.0,0.0,45,2026-01-01,2026-12-31,No,256
CON-90117,SUP-102,IT-ACCESS-03,130.66,1.5,0.0,30,2026-01-01,2026-12-31,No,249
CON-90118,SUP-111,IT-ACCESS-01,121.53,0.0,0.0,30,2026-01-01,2026-12-31,No,514
CON-90119,SUP-106,PKG-BOX-05,17.99,3.0,0.0,45,2026-01-01,2026-12-31,No,58
CON-90120,SUP-105,OFF-SUP-02,11.41,2.0,2.0,60,2026-01-01,2026-12-31,No,620
CON-90121,SUP-111,IT-ACCESS-05,113.03,0.0,0.0,30,2026-01-01,2026-12-31,No,437
CON-90122,SUP-101,PKG-BOX-03,15.94,0.0,0.0,30,2026-01-01,2026-12-31,No,575
CON-90123,SUP-110,IT-ACCESS-05,109.36,0.0,1.0,45,2026-01-01,2026-12-31,No,274
CON-90124,SUP-109,IT-ACCESS-02,126.12,0.0,0.0,60,2026-01-01,2026-12-31,No,49
CON-90125,SUP-110,FAC-CLEAN-03,69.6,2.0,1.0,30,2026-01-01,2026-12-31,No,440
CON-90126,SUP-110,MRO-FLT-03,160.56,0.0,2.0,30,2026-01-01,2026-12-31,No,528
CON-90127,SUP-110,IT-ACCESS-03,133.29,1.5,0.0,45,2026-01-01,2026-12-31,No,22
CON-90128,SUP-101,LOG-EXP-05,221.37,0.0,0.0,60,2026-01-01,2026-12-31,No,264
CON-90129,SUP-102,CAT-SERV-04,76.41,0.0,0.0,60,2026-01-01,2026-12-31,No,131
CON-90130,SUP-105,IT-ACCESS-03,133.59,2.0,1.0,60,2026-01-01,2026-12-31,No,680
CON-90131,SUP-105,LOG-EXP-05,220.33,0.0,1.0,30,2026-01-01,2026-12-31,No,590
CON-90132,SUP-107,OFF-SUP-02,12.44,0.0,0.0,60,2026-01-01,2026-12-31,No,56
CON-90133,SUP-100,SEC-ACC-01,331.46,0.0,0.0,45,2026-01-01,2026-12-31,No,395
CON-90134,SUP-107,SEC-ACC-02,389.51,0.0,0.0,60,2026-01-01,2026-12-31,No,357
CON-90135,SUP-107,OFF-SUP-02,12.74,1.5,1.0,30,2026-01-01,2026-12-31,No,69
CON-90136,SUP-100,MRO-FLT-04,166.34,1.5,0.0,45,2026-01-01,2026-12-31,No,691
CON-90137,SUP-111,LOG-EXP-05,214.31,2.0,0.0,45,2026-01-01,2026-12-31,No,505
CON-90138,SUP-110,OFF-SUP-05,12.96,0.0,0.0,45,2026-01-01,2026-12-31,No,244
CON-90139,SUP-101,SEC-ACC-04,315.22,0.0,0.0,30,2026-01-01,2026-12-31,No,240
CON-90140,SUP-109,FAC-CLEAN-02,67.25,0.0,0.0,30,2026-01-01,2026-12-31,No,659
CON-90141,SUP-103,LOG-EXP-02,252.44,2.0,2.0,45,2026-01-01,2026-12-31,No,211
CON-90142,SUP-107,MRO-FLT-04,159.65,0.0,0.0,60,2026-01-01,2026-12-31,No,526
CON-90143,SUP-100,MRO-FLT-02,141.93,3.0,1.0,45,2026-01-01,2026-12-31,No,386
CON-90144,SUP-103,LOG-EXP-04,229.96,0.0,2.0,45,2026-01-01,2026-12-31,No,602
CON-90145,SUP-111,CAT-SERV-04,88.95,0.0,0.0,60,2026-01-01,2026-12-31,No,234
CON-90146,SUP-102,OFF-SUP-03,10.01,0.0,0.0,45,2026-01-01,2026-12-31,No,432
CON-90147,SUP-109,OFF-SUP-02,11.25,2.0,1.0,45,2026-01-01,2026-12-31,No,217
CON-90148,SUP-101,FAC-CLEAN-05,60.1,0.0,0.0,60,2026-01-01,2026-12-31,No,495
CON-90149,SUP-105,IT-ACCESS-02,125.96,0.0,1.0,30,2026-01-01,2026-12-31,No,292
CON-90150,SUP-103,FAC-CLEAN-05,65.71,0.0,0.0,60,2026-01-01,2026-12-31,No,343
CON-90151,SUP-106,MRO-FLT-01,155.33,3.0,0.0,60,2026-01-01,2026-12-31,No,185
CON-90152,SUP-101,IT-ACCESS-05,113.43,0.0,0.0,45,2026-01-01,2026-12-31,No,484
CON-90153,SUP-108,LOG-EXP-05,215.93,0.0,0.0,30,2026-01-01,2026-12-31,No,538
CON-90154,SUP-108,OFF-SUP-05,11.38,0.0,0.0,30,2026-01-01,2026-12-31,No,564
CON-90155,SUP-103,MRO-FLT-02,124.31,2.0,0.0,45,2026-01-01,2026-12-31,No,65
CON-90156,SUP-108,OFF-SUP-02,11.25,2.0,0.0,45,2026-01-01,2026-12-31,No,579
CON-90157,SUP-100,SEC-ACC-03,298.16,1.5,1.0,60,2026-01-01,2026-12-31,No,83
CON-90158,SUP-103,PKG-BOX-04,18.88,0.0,0.0,45,2026-01-01,2026-12-31,No,270
CON-90159,SUP-101,FAC-CLEAN-03,74.23,0.0,0.0,30,2026-01-01,2026-12-31,No,139
CON-90160,SUP-111,PKG-BOX-03,16.58,0.0,0.0,45,2026-01-01,2026-12-31,No,287
CON-90161,SUP-111,OFF-SUP-02,12.33,2.0,1.0,45,2026-01-01,2026-12-31,No,216
CON-90162,SUP-106,IT-ACCESS-02,119.71,0.0,1.0,30,2026-01-01,2026-12-31,No,53
CON-90163,SUP-104,SEC-ACC-04,301.92,0.0,0.0,45,2026-01-01,2026-12-31,No,401
CON-90164,SUP-110,OFF-SUP-03,9.53,1.5,0.0,60,2026-01-01,2026-12-31,No,64
CON-90165,SUP-101,CAT-SERV-01,73.17,1.5,0.0,30,2026-01-01,2026-12-31,No,339
CON-90166,SUP-100,OFF-SUP-03,9.69,0.0,0.0,45,2026-01-01,2026-12-31,No,165
CON-90167,SUP-102,SEC-ACC-05,310.01,0.0,0.0,45,2026-01-01,2026-12-31,No,237
CON-90168,SUP-109,FAC-CLEAN-04,61.72,0.0,0.0,45,2026-01-01,2026-12-31,No,624
CON-90169,SUP-102,IT-ACCESS-05,109.68,0.0,0.0,60,2026-01-01,2026-12-31,No,599
CON-90170,SUP-103,IT-ACCESS-03,134.54,3.0,0.0,45,2026-01-01,2026-12-31,No,338
CON-90171,SUP-103,PKG-BOX-05,18.35,0.0,0.0,30,2026-01-01,2026-12-31,No,680
CON-90172,SUP-111,FAC-CLEAN-03,74.71,0.0,0.0,60,2026-01-01,2026-12-31,No,90
CON-90173,SUP-104,OFF-SUP-01,11.66,0.0,0.0,45,2026-01-01,2026-12-31,No,650
CON-90174,SUP-103,PKG-BOX-04,19.94,0.0,0.0,30,2026-01-01,2026-12-31,No,467
CON-90175,SUP-106,FAC-CLEAN-02,68.85,2.0,0.0,45,2026-01-01,2026-12-31,No,511
CON-90176,SUP-111,SEC-ACC-04,312.36,3.0,0.0,30,2026-01-01,2026-12-31,No,650
CON-90177,SUP-111,CAT-SERV-02,73.67,1.5,0.0,45,2026-01-01,2026-12-31,No,413
CON-90178,SUP-101,OFF-SUP-05,12.65,2.0,0.0,60,2026-01-01,2026-12-31,No,599
CON-90179,SUP-111,CAT-SERV-01,82.47,2.0,0.0,30,2026-01-01,2026-12-31,No,273
CON-90180,SUP-102,MRO-FLT-02,143.82,1.5,1.0,45,2026-01-01,2026-12-31,No,676
CON-90181,SUP-101,LOG-EXP-05,216.71,3.0,0.0,60,2026-01-01,2026-12-31,No,88
CON-90182,SUP-111,PKG-BOX-02,18.05,2.0,0.0,60,2026-01-01,2026-12-31,No,271
CON-90183,SUP-108,LOG-EXP-03,202.38,1.5,0.0,45,2026-01-01,2026-12-31,No,614
CON-90184,SUP-101,OFF-SUP-02,12.11,1.5,0.0,45,2026-01-01,2026-12-31,No,276
CON-90185,SUP-106,FAC-CLEAN-01,72.42,0.0,1.0,45,2026-01-01,2026-12-31,No,148
CON-90186,SUP-102,CAT-SERV-04,84.63,0.0,0.0,45,2026-01-01,2026-12-31,No,74
CON-90187,SUP-102,IT-ACCESS-02,114.39,0.0,2.0,45,2026-01-01,2026-12-31,No,383
CON-90188,SUP-103,IT-ACCESS-02,124.16,2.0,0.0,60,2026-01-01,2026-12-31,No,656
CON-90189,SUP-100,MRO-FLT-02,135.33,0.0,2.0,30,2026-01-01,2026-12-31,No,642
CON-90190,SUP-109,LOG-EXP-03,190.4,2.0,1.0,30,2026-01-01,2026-12-31,No,148
CON-90191,SUP-107,CAT-SERV-05,101.29,1.5,0.0,60,2026-01-01,2026-12-31,No,592
CON-90192,SUP-102,CAT-SERV-01,84.29,0.0,0.0,30,2026-01-01,2026-12-31,No,680
CON-90193,SUP-101,PKG-BOX-01,15.41,1.5,0.0,30,2026-01-01,2026-12-31,No,81
CON-90194,SUP-110,FAC-CLEAN-02,75.43,3.0,2.0,30,2026-01-01,2026-12-31,No,159
CON-90195,SUP-106,FAC-CLEAN-05,60.48,1.5,2.0,30,2026-01-01,2026-12-31,No,53
CON-90196,SUP-107,MRO-FLT-02,127.5,3.0,0.0,60,2026-01-01,2026-12-31,No,445
CON-90197,SUP-101,IT-ACCESS-05,93.91,1.5,0.0,60,2026-01-01,2026-12-31,No,340
CON-90198,SUP-103,MRO-FLT-05,155.89,2.0,0.0,30,2026-01-01,2026-12-31,No,146
CON-90199,SUP-111,OFF-SUP-04,10.08,1.5,0.0,45,2026-01-01,2026-12-31,No,538
CON-90200,SUP-111,LOG-EXP-02,236.05,1.5,0.0,30,2026-01-01,2026-12-31,No,87
CON-90201,SUP-107,OFF-SUP-04,11.58,0.0,0.0,60,2026-01-01,2026-12-31,No,435
CON-90202,SUP-109,SEC-ACC-03,316.95,2.0,0.0,45,2026-01-01,2026-12-31,No,509
CON-90203,SUP-104,LOG-EXP-03,202.58,2.0,0.0,45,2026-01-01,2026-12-31,No,315
CON-90204,SUP-108,IT-ACCESS-02,112.44,1.5,1.0,30,2026-01-01,2026-12-31,No,353
CON-90205,SUP-110,FAC-CLEAN-04,48.73,0.0,0.0,30,2026-01-01,2026-12-31,No,518
CON-90206,SUP-110,FAC-CLEAN-03,72.93,0.0,0.0,45,2026-01-01,2026-12-31,No,514
CON-90207,SUP-103,PKG-BOX-01,15.54,0.0,0.0,60,2026-01-01,2026-12-31,No,188
CON-90208,SUP-109,FAC-CLEAN-05,67.26,0.0,0.0,60,2026-01-01,2026-12-31,No,415
CON-90209,SUP-102,FAC-CLEAN-03,69.36,0.0,0.0,60,2026-01-01,2026-12-31,No,177
CON-90210,SUP-101,LOG-EXP-05,199.93,2.0,2.0,30,2026-01-01,2026-12-31,No,29
CON-90211,SUP-105,LOG-EXP-05,218.56,2.0,2.0,45,2026-01-01,2026-12-31,No,219
CON-90212,SUP-109,MRO-FLT-01,140.73,0.0,0.0,45,2026-01-01,2026-12-31,No,263
CON-90213,SUP-106,PKG-BOX-04,20.83,2.0,1.0,30,2026-01-01,2026-12-31,No,539
CON-90214,SUP-111,SEC-ACC-01,364.93,0.0,0.0,45,2026-01-01,2026-12-31,No,474
CON-90215,SUP-111,OFF-SUP-01,11.0,0.0,0.0,30,2026-01-01,2026-12-31,No,313
CON-90216,SUP-111,OFF-SUP-01,11.48,2.0,0.0,30,2026-01-01,2026-12-31,No,540
CON-90217,SUP-110,CAT-SERV-02,82.28,0.0,2.0,45,2026-01-01,2026-12-31,No,543
CON-90218,SUP-100,LOG-EXP-01,199.68,2.0,0.0,60,2026-01-01,2026-12-31,No,312
CON-90219,SUP-110,SEC-ACC-04,283.17,0.0,0.0,60,2026-01-01,2026-12-31,No,164
CON-90220,SUP-108,MRO-FLT-01,140.92,0.0,0.0,30,2026-01-01,2026-12-31,No,570
CON-90221,SUP-106,FAC-CLEAN-03,70.35,1.5,2.0,30,2026-01-01,2026-12-31,No,298
CON-90222,SUP-107,PKG-BOX-02,19.53,2.0,0.0,45,2026-01-01,2026-12-31,No,294
CON-90223,SUP-101,PKG-BOX-04,18.77,2.0,2.0,45,2026-01-01,2026-12-31,No,156
CON-90224,SUP-107,SEC-ACC-03,292.32,3.0,0.0,60,2026-01-01,2026-12-31,No,200
CON-90225,SUP-104,FAC-CLEAN-04,56.82,1.5,1.0,30,2026-01-01,2026-12-31,No,595
CON-90226,SUP-104,FAC-CLEAN-04,60.99,2.0,0.0,30,2026-01-01,2026-12-31,No,643
CON-90227,SUP-107,IT-ACCESS-04,119.55,2.0,0.0,30,2026-01-01,2026-12-31,No,385
CON-90228,SUP-102,CAT-SERV-01,84.81,0.0,0.0,30,2026-01-01,2026-12-31,No,378
CON-90229,SUP-106,LOG-EXP-03,221.96,3.0,0.0,60,2026-01-01,2026-12-31,No,477
CON-90230,SUP-108,SEC-ACC-01,344.77,3.0,1.0,60,2026-01-01,2026-12-31,No,216
CON-90231,SUP-111,SEC-ACC-03,296.1,3.0,0.0,45,2026-01-01,2026-12-31,No,126
CON-90232,SUP-104,MRO-FLT-04,151.1,3.0,1.0,60,2026-01-01,2026-12-31,No,438
CON-90233,SUP-102,LOG-EXP-03,213.35,2.0,0.0,45,2026-01-01,2026-12-31,No,543
CON-90234,SUP-111,FAC-CLEAN-04,58.34,0.0,1.0,60,2026-01-01,2026-12-31,No,504
CON-90235,SUP-110,IT-ACCESS-02,126.19,0.0,1.0,30,2026-01-01,2026-12-31,No,289
CON-90236,SUP-108,OFF-SUP-05,12.08,0.0,0.0,45,2026-01-01,2026-12-31,No,622
CON-90237,SUP-104,IT-ACCESS-02,121.76,1.5,0.0,30,2026-01-01,2026-12-31,No,671
CON-90238,SUP-100,PKG-BOX-03,14.9,0.0,0.0,30,2026-01-01,2026-12-31,No,455
CON-90239,SUP-103,FAC-CLEAN-01,71.15,0.0,0.0,30,2026-01-01,2026-12-31,No,681
CON-90240,SUP-104,IT-ACCESS-05,113.65,2.0,0.0,30,2026-01-01,2026-12-31,No,68
CON-90241,SUP-100,SEC-ACC-01,364.5,2.0,0.0,60,2026-01-01,2026-12-31,No,449
CON-90242,SUP-102,LOG-EXP-04,218.16,0.0,1.0,30,2026-01-01,2026-12-31,No,338
CON-90243,SUP-103,OFF-SUP-03,10.95,0.0,0.0,60,2026-01-01,2026-12-31,No,667
CON-90244,SUP-108,PKG-BOX-04,19.12,1.5,0.0,30,2026-01-01,2026-12-31,No,462
CON-90245,SUP-107,PKG-BOX-03,14.73,0.0,0.0,60,2026-01-01,2026-12-31,No,125
CON-90246,SUP-104,IT-ACCESS-03,127.01,0.0,1.0,60,2026-01-01,2026-12-31,No,315
CON-90247,SUP-106,PKG-BOX-04,19.68,3.0,0.0,45,2026-01-01,2026-12-31,No,45
CON-90248,SUP-106,CAT-SERV-04,85.77,0.0,2.0,45,2026-01-01,2026-12-31,No,456
CON-90249,SUP-105,LOG-EXP-04,247.37,0.0,0.0,30,2026-01-01,2026-12-31,No,399
CON-90250,SUP-100,MRO-FLT-04,163.25,0.0,2.0,45,2026-01-01,2026-12-31,No,459
CON-90251,SUP-102,CAT-SERV-04,80.33,2.0,0.0,45,2026-01-01,2026-12-31,No,293
CON-90252,SUP-110,FAC-CLEAN-05,66.66,0.0,0.0,45,2026-01-01,2026-12-31,No,662
CON-90253,SUP-108,LOG-EXP-01,204.52,1.5,0.0,60,2026-01-01,2026-12-31,No,198
CON-90254,SUP-104,SEC-ACC-05,302.05,0.0,0.0,30,2026-01-01,2026-12-31,No,654
