invoice_id,supplier_id,po_id,sku,category,uom,quantity,unit_price,currency,invoice_date
INV-10086,SUP-106,PO-70086,LOG-EXP-01,Logistics,EA,622,191.77,EGP,2026-08-16
INV-10087,SUP-107,PO-70087,CAT-SERV-05,Catering,EA,221,93.19,EGP,2026-08-27
INV-10088,SUP-100,PO-70088,MRO-FLT-04,MRO,EA,286,166.91,EGP,2026-08-07
INV-10089,SUP-106,PO-70089,FAC-CLEAN-04,Facilities,EA,32,57.32,EGP,2026-08-16
INV-10090,SUP-106,PO-70090,SEC-ACC-01,Security,EA,387,372.23,EGP,2026-08-15
INV-10091,SUP-102,PO-70091,OFF-SUP-05,Office Supplies,EA,421,12.97,EGP,2026-08-12
INV-10092,SUP-100,PO-70092,SEC-ACC-05,Security,EA,229,320.2,EGP,2026-08-30
INV-10093,SUP-108,PO-70093,MRO-FLT-04,MRO,EA,213,166.59,EGP,2026-08-09
INV-10094,SUP-103,PO-70094,OFF-SUP-02,Office Supplies,EA,669,11.9,EGP,2026-08-02
INV-10095,SUP-100,PO-70095,IT-ACCESS-02,IT Peripherals,EA,187,109.61,EGP,2026-08-24
INV-10096,SUP-107,PO-70096,IT-ACCESS-05,IT Peripherals,EA,281,106.12,EGP,2026-08-14
INV-10097,SUP-103,PO-70097,IT-ACCESS-01,IT Peripherals,EA,96,137.4,EGP,2026-08-24
INV-10098,SUP-106,PO-70098,PKG-BOX-03,Packaging,EA,550,16.5,EGP,2026-08-15
INV-10099,SUP-104,PO-70099,OFF-SUP-03,Office Supplies,EA,175,10.97,EGP,2026-08-22
INV-10100,SUP-103,PO-70100,IT-ACCESS-02,IT Peripherals,EA,113,125.69,EGP,2026-08-09
INV-10101,SUP-105,PO-70101,MRO-FLT-05,MRO,EA,184,153.37,EGP,2026-09-09
INV-10102,SUP-105,PO-70102,MRO-FLT-05,MRO,EA,130,158.32,EGP,2026-08-12
INV-10102-DUP,SUP-105,PO-70102,MRO-FLT-05,MRO,EA,130,158.32,EGP,2026-08-13
INV-10103,SUP-110,PO-70103,MRO-FLT-05,MRO,EA,706,148.33,EGP,2026-08-26
INV-10104,SUP-104,PO-70104,MRO-FLT-01,MRO,EA,452,140.66,EGP,2026-09-03
INV-10105,SUP-108,PO-70105,OFF-SUP-02,Office Supplies,EA,594,12.33,EGP,2026-08-06
INV-10106,SUP-101,PO-70106,SEC-ACC-02,Security,EA,475,345.79,EGP,2026-08-06
INV-10107,SUP-111,PO-70107,MRO-FLT-03,MRO,EA,412,186.06,EGP,2026-08-20
INV-10108,SUP-100,PO-70108,OFF-SUP-04,Office Supplies,EA,324,10.4,EGP,2026-09-14
INV-10109,SUP-102,PO-70109,FAC-CLEAN-02,Facilities,EA,596,67.33,EGP,2026-08-09
INV-10110,SUP-108,PO-70110,MRO-FLT-02,MRO,EA,538,139.43,EGP,2026-08-07
INV-10111,SUP-109,PO-70111,IT-ACCESS-02,IT Peripherals,EA,263,116.06,EGP,2026-09-05
INV-10112,SUP-101,PO-70112,PKG-BOX-04,Packaging,EA,264,18.75,EGP,2026-09-12
INV-10113,SUP-105,PO-70113,LOG-EXP-04,Logistics,EA,618,244.28,EGP,2026-08-19
INV-10114,SUP-109,PO-70114,MRO-FLT-02,MRO,EA,665,154.99,EGP,2026-09-09
INV-10115,SUP-108,PO-70115,PKG-BOX-03,Packaging,EA,329,16.84,EGP,2026-09-07
INV-10116,SUP-103,PO-70116,OFF-SUP-01,Office Supplies,EA,256,11.04,EGP,2026-08-01
INV-10117,SUP-102,PO-70117,IT-ACCESS-03,IT Peripherals,EA,249,130.66,EGP,2026-08-16
INV-10118,SUP-111,PO-70118,IT-ACCESS-01,IT Peripherals,EA,514,144.74,EGP,2026-08-16
INV-10119,SUP-106,PO-70119,PKG-BOX-05,Packaging,EA,58,17.99,EGP,2026-08-01
INV-10120,SUP-105,PO-70120,OFF-SUP-02,Office Supplies,EA,620,11.41,EGP,2026-08-15
INV-10121,SUP-111,PO-70121,IT-ACCESS-05,IT Peripherals,EA,437,113.03,EGP,2026-08-19
INV-10122,SUP-101,PO-70122,PKG-BOX-03,Packaging,EA,575,15.94,EGP,2026-08-24
INV-10123,SUP-110,PO-70123,IT-ACCESS-05,IT Peripherals,EA,274,109.36,EGP,2026-09-09
INV-10124,SUP-109,PO-70124,IT-ACCESS-02,IT Peripherals,EA,49,126.12,EGP,2026-08-11
INV-10125,SUP-110,PO-70125,FAC-CLEAN-03,Facilities,EA,440,69.6,EGP,2026-08-09
INV-10126,SUP-110,PO-70126,MRO-FLT-03,MRO,EA,528,160.56,EGP,2026-08-16
INV-10127,SUP-110,PO-70127,IT-ACCESS-03,IT Peripherals,EA,22,133.29,EGP,2026-08-21
INV-10128,SUP-101,PO-70128,LOG-EXP-05,Logistics,EA,264,221.37,EGP,2026-09-08
INV-10129,SUP-102,PO-70129,CAT-SERV-04,Catering,EA,131,76.41,EGP,2026-08-08
INV-10130,SUP-105,PO-70130,IT-ACCESS-03,IT Peripherals,EA,680,133.59,EGP,2026-09-08
INV-10131,SUP-105,PO-70131,LOG-EXP-05,Logistics,EA,590,220.33,EGP,2026-08-26
INV-10132,SUP-107,PO-70132,OFF-SUP-02,Office Supplies,EA,56,12.44,EGP,2026-08-10
INV-10133,SUP-100,PO-70133,SEC-ACC-01,Security,EA,395,331.46,EGP,2026-08-19
INV-10134,SUP-107,PO-70134,SEC-ACC-02,Security,EA,357,389.51,EGP,2026-08-20
INV-10135,SUP-107,PO-70135,OFF-SUP-02,Office Supplies,EA,69,12.74,EGP,2026-08-26
INV-10136,SUP-100,PO-70136,MRO-FLT-04,MRO,EA,691,201.05,EGP,2026-08-21
INV-10137,SUP-111,PO-70137,LOG-EXP-05,Logistics,EA,505,214.31,EGP,2026-09-11
INV-10138,SUP-110,PO-70138,OFF-SUP-05,Office Supplies,EA,244,12.96,EGP,2026-09-02
INV-10139,SUP-101,PO-70139,SEC-ACC-04,Security,EA,240,315.22,EGP,2026-08-15
INV-10140,SUP-109,PO-70140,FAC-CLEAN-02,Facilities,EA,659,67.25,EGP,2026-08-08
INV-10141,SUP-103,PO-70141,LOG-EXP-02,Logistics,EA,211,252.44,EGP,2026-09-14
INV-10142,SUP-107,PO-70142,MRO-FLT-04,MRO,EA,526,159.65,EGP,2026-09-03
INV-10143,SUP-100,PO-70143,MRO-FLT-02,MRO,EA,386,141.93,EGP,2026-08-17
INV-10144,SUP-103,PO-70144,LOG-EXP-04,Logistics,EA,602,229.96,EGP,2026-09-07
INV-10145,SUP-111,PO-70145,CAT-SERV-04,Catering,EA,234,104.28,EGP,2026-08-11
INV-10146,SUP-102,PO-70146,OFF-SUP-03,Office Supplies,EA,432,10.01,EGP,2026-08-22
INV-10147,SUP-109,PO-70147,OFF-SUP-02,Office Supplies,EA,217,11.25,EGP,2026-08-02
INV-10148,SUP-101,PO-70148,FAC-CLEAN-05,Facilities,EA,495,60.1,EGP,2026-08-21
INV-10149,SUP-105,PO-70149,IT-ACCESS-02,IT Peripherals,EA,292,125.96,EGP,2026-08-30
INV-10150,SUP-103,PO-70150,FAC-CLEAN-05,Facilities,EA,343,65.71,EGP,2026-09-02
INV-10151,SUP-106,PO-70151,MRO-FLT-01,MRO,EA,185,155.33,EGP,2026-08-01
INV-10152,SUP-101,PO-70152,IT-ACCESS-05,IT Peripherals,EA,484,113.43,EGP,2026-08-14
INV-10153,SUP-108,PO-70153,LOG-EXP-05,Logistics,EA,564,215.93,EGP,2026-09-07
INV-10154,SUP-108,PO-70154,OFF-SUP-05,Office Supplies,EA,564,13.98,EGP,2026-09-10
INV-10155,SUP-103,PO-70155,MRO-FLT-02,MRO,EA,65,124.31,EGP,2026-08-21
INV-10156,SUP-108,PO-70156,OFF-SUP-02,Office Supplies,EA,579,11.25,EGP,2026-09-09
INV-10157,SUP-100,PO-70157,SEC-ACC-03,Security,EA,83,325.35,EGP,2026-09-04
INV-10158,SUP-103,PO-70158,PKG-BOX-04,Packaging,EA,270,18.88,EGP,2026-09-04
INV-10159,SUP-101,PO-70159,FAC-CLEAN-03,Facilities,EA,139,74.23,EGP,2026-09-15
INV-10160,SUP-111,PO-70160,PKG-BOX-03,Packaging,EA,287,16.58,EGP,2026-09-10
INV-10161,SUP-111,PO-70161,OFF-SUP-02,Office Supplies,EA,216,12.33,EGP,2026-08-26
INV-10162,SUP-106,PO-70162,IT-ACCESS-02,IT Peripherals,EA,53,119.71,EGP,2026-08-12
INV-10163,SUP-104,PO-70163,SEC-ACC-04,Security,EA,401,301.92,EGP,2026-08-25
INV-10164,SUP-110,PO-70164,OFF-SUP-03,Office Supplies,EA,64,9.53,EGP,2026-09-11
INV-10165,SUP-101,PO-70165,CAT-SERV-01,Catering,EA,339,88.67,EGP,2026-08-10
INV-10166,SUP-100,PO-70166,OFF-SUP-03,Office Supplies,EA,165,9.69,EGP,2026-08-20
INV-10167,SUP-102,PO-70167,SEC-ACC-05,Security,EA,237,310.01,EGP,2026-08-17
INV-10168,SUP-109,PO-70168,FAC-CLEAN-04,Facilities,EA,624,61.72,EGP,2026-08-05
INV-10169,SUP-102,PO-70169,IT-ACCESS-05,IT Peripherals,EA,651,109.68,EGP,2026-08-07
INV-10170,SUP-103,PO-70170,IT-ACCESS-03,IT Peripherals,EA,378,134.54,EGP,2026-08-08
INV-10171,SUP-103,PO-70171,PKG-BOX-05,Packaging,EA,680,18.35,EGP,2026-08-27
INV-10172,SUP-111,PO-70172,FAC-CLEAN-03,Facilities,EA,90,74.71,EGP,2026-08-17
INV-10173,SUP-104,PO-70173,OFF-SUP-01,Office Supplies,EA,650,11.66,EGP,2026-08-16
INV-10174,SUP-103,PO-70174,PKG-BOX-04,Packaging,EA,467,19.94,EGP,2026-08-16
INV-10175,SUP-106,PO-70175,FAC-CLEAN-02,Facilities,EA,511,68.85,EGP,2026-08-26
INV-10176,SUP-111,PO-70176,SEC-ACC-04,Security,EA,650,312.36,EGP,2026-08-03
INV-10177,SUP-111,PO-70177,CAT-SERV-02,Catering,EA,413,73.67,EGP,2026-09-01
INV-10178,SUP-101,PO-70178,OFF-SUP-05,Office Supplies,EA,599,12.65,EGP,2026-08-01
INV-10179,SUP-111,PO-70179,CAT-SERV-01,Catering,EA,273,82.47,EGP,2026-08-08
INV-10180,SUP-102,PO-70180,MRO-FLT-02,MRO,EA,676,143.82,EGP,2026-08-09
INV-10180-DUP,SUP-102,PO-70180,MRO-FLT-02,MRO,EA,676,143.82,EGP,2026-08-10
INV-10181,SUP-101,PO-70181,LOG-EXP-05,Logistics,EA,88,216.71,EGP,2026-08-26
INV-10182,SUP-111,PO-70182,PKG-BOX-02,Packaging,EA,271,18.05,EGP,2026-09-06
INV-10183,SUP-108,PO-70183,LOG-EXP-03,Logistics,EA,614,202.38,EGP,2026-08-22
INV-10184,SUP-101,PO-70184,OFF-SUP-02,Office Supplies,EA,276,12.11,EGP,2026-08-22
INV-10185,SUP-106,PO-70185,FAC-CLEAN-01,Facilities,EA,148,72.42,EGP,2026-09-13
INV-10186,SUP-102,PO-70186,CAT-SERV-04,Catering,EA,74,84.63,EGP,2026-08-30
INV-10186-DUP,SUP-102,PO-70186,CAT-SERV-04,Catering,EA,74,84.63,EGP,2026-08-31
INV-10187,SUP-102,PO-70187,IT-ACCESS-02,IT Peripherals,EA,383,138.19,EGP,2026-09-02
INV-10188,SUP-103,PO-70188,IT-ACCESS-02,IT Peripherals,EA,656,124.16,EGP,2026-08-03
INV-10189,SUP-100,PO-70189,MRO-FLT-02,MRO,EA,642,135.33,EGP,2026-08-21
INV-10190,SUP-109,PO-70190,LOG-EXP-03,Logistics,EA,148,232.08,EGP,2026-09-09
INV-10191,SUP-107,PO-70191,CAT-SERV-05,Catering,EA,592,101.29,EGP,2026-09-06
INV-10192,SUP-102,PO-70192,CAT-SERV-01,Catering,EA,680,84.29,EGP,2026-08-21
INV-10193,SUP-101,PO-70193,PKG-BOX-01,Packaging,EA,81,17.28,EGP,2026-09-12
INV-10194,SUP-110,PO-70194,FAC-CLEAN-02,Facilities,EA,159,75.43,EGP,2026-08-24
INV-10195,SUP-106,PO-70195,FAC-CLEAN-05,Facilities,EA,53,60.48,EGP,2026-08-09
INV-10196,SUP-107,PO-70196,MRO-FLT-02,MRO,EA,493,127.5,EGP,2026-08-30
INV-10197,SUP-101,PO-70197,IT-ACCESS-05,IT Peripherals,EA,340,119.79,EGP,2026-08-15
INV-10198,SUP-103,PO-70198,MRO-FLT-05,MRO,EA,146,155.89,EGP,2026-09-07
INV-10199,SUP-111,PO-70199,OFF-SUP-04,Office Supplies,EA,538,10.08,EGP,2026-08-25
INV-10200,SUP-111,PO-70200,LOG-EXP-02,Logistics,EA,87,236.05,EGP,2026-09-14
INV-10201,SUP-107,PO-70201,OFF-SUP-04,Office Supplies,EA,435,11.58,EGP,2026-08-23
INV-10202,SUP-109,PO-70202,SEC-ACC-03,Security,EA,509,316.95,EGP,2026-08-21
INV-10203,SUP-104,PO-70203,LOG-EXP-03,Logistics,EA,315,258.13,EGP,2026-08-28
INV-10204,SUP-108,PO-70204,IT-ACCESS-02,IT Peripherals,EA,353,120.42,EGP,2026-08-18
INV-10205,SUP-110,PO-70205,FAC-CLEAN-04,Facilities,EA,518,59.99,EGP,2026-08-14
INV-10206,SUP-110,PO-70206,FAC-CLEAN-03,Facilities,EA,514,72.93,EGP,2026-09-04
INV-10207,SUP-103,PO-70207,PKG-BOX-01,Packaging,EA,188,15.54,EGP,2026-09-08
INV-10208,SUP-109,PO-70208,FAC-CLEAN-05,Facilities,EA,415,67.26,EGP,2026-08-21
INV-10209,SUP-102,PO-70209,FAC-CLEAN-03,Facilities,EA,177,69.36,EGP,2026-09-11
INV-10210,SUP-101,PO-70210,LOG-EXP-05,Logistics,EA,29,199.93,EGP,2026-09-11
INV-10211,SUP-105,PO-70211,LOG-EXP-05,Logistics,EA,447,218.56,EGP,2026-08-22
INV-10212,SUP-109,PO-70212,MRO-FLT-01,MRO,EA,263,140.73,EGP,2026-08-27
INV-10213,SUP-106,PO-70213,PKG-BOX-04,Packaging,EA,539,20.83,EGP,2026-09-02
INV-10214,SUP-111,PO-70214,SEC-ACC-01,Security,EA,474,364.93,EGP,2026-08-06
INV-10215,SUP-111,PO-70215,OFF-SUP-01,Office Supplies,EA,313,11.0,EGP,2026-08-10
INV-10216,SUP-111,PO-70216,OFF-SUP-01,Office Supplies,EA,540,12.41,EGP,2026-09-04
INV-10217,SUP-110,PO-70217,CAT-SERV-02,Catering,EA,556,82.28,EGP,2026-08-11
INV-10218,SUP-100,PO-70218,LOG-EXP-01,Logistics,EA,312,199.68,EGP,2026-09-05
INV-10219,SUP-110,PO-70219,SEC-ACC-04,Security,EA,164,283.17,EGP,2026-09-15
INV-10220,SUP-108,PO-70220,MRO-FLT-01,MRO,EA,570,140.92,EGP,2026-09-04
INV-10221,SUP-106,PO-70221,FAC-CLEAN-03,Facilities,EA,298,70.35,EGP,2026-08-30
INV-10221-DUP,SUP-106,PO-70221,FAC-CLEAN-03,Facilities,EA,298,70.35,EGP,2026-08-31
INV-10222,SUP-107,PO-70222,PKG-BOX-02,Packaging,EA,294,19.53,EGP,2026-09-03
INV-10223,SUP-101,PO-70223,PKG-BOX-04,Packaging,EA,156,18.77,EGP,2026-08-14
INV-10224,SUP-107,PO-70224,SEC-ACC-03,Security,EA,200,292.32,EGP,2026-08-07
INV-10225,SUP-104,PO-70225,FAC-CLEAN-04,Facilities,EA,595,56.82,EGP,2026-08-08
INV-10226,SUP-104,PO-70226,FAC-CLEAN-04,Facilities,EA,653,60.99,EGP,2026-08-25
INV-10227,SUP-107,PO-70227,IT-ACCESS-04,IT Peripherals,EA,422,119.55,EGP,2026-09-13
INV-10228,SUP-102,PO-70228,CAT-SERV-01,Catering,EA,389,84.81,EGP,2026-08-29
INV-10229,SUP-106,PO-70229,LOG-EXP-03,Logistics,EA,477,221.96,EGP,2026-09-08
INV-10230,SUP-108,PO-70230,SEC-ACC-01,Security,EA,216,344.77,EGP,2026-08-16
INV-10231,SUP-111,PO-70231,SEC-ACC-03,Security,EA,126,296.1,EGP,2026-08-31
INV-10232,SUP-104,PO-70232,MRO-FLT-04,MRO,EA,485,151.1,EGP,2026-08-18
INV-10233,SUP-102,PO-70233,LOG-EXP-03,Logistics,EA,543,213.35,EGP,2026-08-31
INV-10234,SUP-111,PO-70234,FAC-CLEAN-04,Facilities,EA,504,58.34,EGP,2026-08-03
INV-10235,SUP-110,PO-70235,IT-ACCESS-02,IT Peripherals,EA,289,126.19,EGP,2026-09-04
INV-10236,SUP-108,PO-70236,OFF-SUP-05,Office Supplies,EA,622,12.08,EGP,2026-09-05
INV-10237,SUP-104,PO-70237,IT-ACCESS-02,IT Peripherals,EA,671,121.76,EGP,2026-09-04
INV-10238,SUP-100,PO-70238,PKG-BOX-03,Packaging,EA,455,14.9,EGP,2026-09-07
INV-10238-DUP,SUP-100,PO-70238,PKG-BOX-03,Packaging,EA,455,14.9,EGP,2026-09-08
INV-10239,SUP-103,PO-70239,FAC-CLEAN-01,Facilities,EA,681,90.11,EGP,2026-08-08
INV-10240,SUP-104,PO-70240,IT-ACCESS-05,IT Peripherals,EA,68,113.65,EGP,2026-08-07
INV-10241,SUP-100,PO-70241,SEC-ACC-01,Security,EA,449,364.5,EGP,2026-08-25
INV-10242,SUP-102,PO-70242,LOG-EXP-04,Logistics,EA,371,218.16,EGP,2026-08-20
INV-10243,SUP-103,PO-70243,OFF-SUP-03,Office Supplies,EA,667,10.95,EGP,2026-09-10
INV-10244,SUP-108,PO-70244,PKG-BOX-04,Packaging,EA,462,19.12,EGP,2026-08-12
INV-10245,SUP-107,PO-70245,PKG-BOX-03,Packaging,EA,125,17.06,EGP,2026-08-26
INV-10246,SUP-104,PO-70246,IT-ACCESS-03,IT Peripherals,EA,315,127.01,EGP,2026-09-08
INV-10247,SUP-106,PO-70247,PKG-BOX-04,Packaging,EA,45,19.68,EGP,2026-08-04
INV-10248,SUP-106,PO-70248,CAT-SERV-04,Catering,EA,456,85.77,EGP,2026-08-19
INV-10249,SUP-105,PO-70249,LOG-EXP-04,Logistics,EA,399,247.37,EGP,2026-08-28
INV-10250,SUP-100,PO-70250,MRO-FLT-04,MRO,EA,459,172.25,EGP,2026-08-10
